DATE,WTICO
2015-06-16,59.838
2015-06-17,59.532
2015-06-18,60.2
2015-06-19,59.122
2015-06-22,59.644
2015-06-23,60.506
2015-06-24,59.694
2015-06-25,59.134
2015-06-26,59.13
2015-06-29,57.78
2015-06-30,58.584
2015-07-01,56.46
2015-07-02,56.178
2015-07-03,55.158
2015-07-06,52.426
2015-07-07,52.684
2015-07-08,51.592
2015-07-09,52.43
2015-07-10,52.642
2015-07-13,51.918
2015-07-14,53.176
2015-07-15,51.424
2015-07-16,50.772
2015-07-17,50.624
2015-07-20,49.776
2015-07-21,50.222
2015-07-22,48.798
2015-07-23,48.456
2015-07-24,47.696
2015-07-27,46.651
2015-07-28,47.444
2015-07-29,48.566
2015-07-30,48.153
2015-07-31,46.526
2015-08-03,45.114
2015-08-04,45.75
2015-08-05,44.942
2015-08-06,44.646
2015-08-07,43.618
2015-08-10,44.664
2015-08-11,43.021
2015-08-12,43.313
2015-08-13,42.215
2015-08-14,41.984
2015-08-17,41.732
2015-08-18,42.124
2015-08-19,40.268
2015-08-20,40.33
2015-08-21,39.644
2015-08-24,37.593
2015-08-25,38.976
2015-08-26,38.45
2015-08-27,42.131
2015-08-28,44.734
2015-08-31,47.576
2015-09-01,43.85
2015-09-02,45.568
2015-09-03,46.234
2015-09-04,45.302
2015-09-07,43.956
2015-09-08,45.442
2015-09-09,43.855
2015-09-10,45.401
2015-09-11,44.546
2015-09-14,43.884
2015-09-15,44.809
2015-09-16,46.954
2015-09-17,46.506
2015-09-18,44.658
2015-09-21,46.152
2015-09-22,45.994
2015-09-23,44.104
2015-09-24,44.586
2015-09-25,44.89
2015-09-28,44.066
2015-09-29,44.448
2015-09-30,44.962
2015-10-01,44.702
2015-10-02,45.302
2015-10-05,45.958
2015-10-06,48.748
2015-10-07,47.884
2015-10-08,49.476
2015-10-09,49.283
2015-10-12,47.265
2015-10-13,46.467
2015-10-14,46.128
2015-10-15,46.78
2015-10-16,47.1
2015-10-19,46.024
2015-10-20,45.378
2015-10-21,44.744
2015-10-22,44.94
2015-10-23,44.288
2015-10-26,43.328
2015-10-27,43.032
2015-10-28,45.79
2015-10-29,45.39
2015-10-30,46.038
2015-11-02,45.782
2015-11-03,47.36
2015-11-04,46.29
2015-11-05,45.122
2015-11-06,44.321
2015-11-09,43.904
2015-11-10,43.508
2015-11-11,42.837
2015-11-12,41.606
2015-11-13,40.741
2015-11-16,41.906
2015-11-17,41.004
2015-11-18,40.896
2015-11-19,40.812
2015-11-20,40.444
2015-11-23,41.06
2015-11-24,41.724
2015-11-25,42.324
2015-11-26,41.626
2015-11-27,40.958
2015-11-30,40.976
2015-12-01,40.954
2015-12-02,39.508
2015-12-03,40.686
2015-12-04,39.574
2015-12-07,37.206
2015-12-08,37.438
2015-12-09,36.82
2015-12-10,36.214
2015-12-11,35.038
2015-12-14,35.903
2015-12-15,36.392
2015-12-16,35.446
2015-12-17,34.67
2015-12-18,34.457
2015-12-21,34.49
2015-12-22,35.179
2015-12-23,36.613
2015-12-24,36.88
2015-12-28,35.634
2015-12-29,36.392
2015-12-30,35.882
2015-12-31,36.64
2016-01-01,36.228
2016-01-04,36.186
2016-01-05,35.508
2016-01-06,33.486
2016-01-07,32.748
2016-01-08,32.402
2016-01-11,30.788
2016-01-12,30.266
2016-01-13,30.306
2016-01-14,30.948
2016-01-15,29.484
2016-01-18,28.892
2016-01-19,28.426
2016-01-20,27.369
2016-01-21,28.843
2016-01-22,31.206
2016-01-25,28.964
2016-01-26,29.626
2016-01-27,31.287
2016-01-28,32.835
2016-01-29,32.904
2016-02-01,30.644
2016-02-02,29.082
2016-02-03,32.09
2016-02-04,31.104
2016-02-05,30.448
2016-02-08,29.686
2016-02-09,27.918
2016-02-10,26.988
2016-02-11,26.894
2016-02-12,28.758
2016-02-15,29.548
2016-02-16,28.938
2016-02-17,31.29
2016-02-18,30.516
2016-02-19,29.889
2016-02-22,31.355
2016-02-23,29.584
2016-02-24,30.412
2016-02-25,31.281
2016-02-26,31.172
2016-02-29,32.358
2016-03-01,32.394
2016-03-02,33.287
2016-03-03,33.324
2016-03-04,34.936
2016-03-07,36.776
2016-03-08,35.253
2016-03-09,37.172
2016-03-10,37.05
2016-03-11,37.594
2016-03-14,36.784
2016-03-15,36.206
2016-03-16,38.072
2016-03-17,39.898
2016-03-18,38.986
2016-03-21,39.788
2016-03-22,39.454
2016-03-23,38.131
2016-03-24,37.997
2016-03-28,37.952
2016-03-29,37.254
2016-03-30,37.106
2016-03-31,37.004
2016-04-01,35.631
2016-04-04,34.634
2016-04-05,35.7
2016-04-06,36.974
2016-04-07,36.794
2016-04-08,38.918
2016-04-11,39.81
2016-04-12,41.174
2016-04-13,41.124
2016-04-14,41.08
2016-04-15,40.12
2016-04-18,39.902
2016-04-19,40.901
2016-04-20,42.402
2016-04-21,41.95
2016-04-22,42.295
2016-04-25,41.704
2016-04-26,43.376
2016-04-27,44.07
2016-04-28,44.698
2016-04-29,44.888
2016-05-02,43.938
2016-05-03,43.014
2016-05-04,43.252
2016-05-05,43.692
2016-05-06,43.862
2016-05-09,42.692
2016-05-10,43.998
2016-05-11,45.518
2016-05-12,45.994
2016-05-13,46.004
2016-05-16,47.716
2016-05-17,48.422
2016-05-18,47.686
2016-05-19,48.038
2016-05-20,47.754
2016-05-23,47.478
2016-05-24,48.498
2016-05-25,49.112
2016-05-26,48.806
2016-05-27,49.028
2016-05-30,49.122
2016-05-31,48.398
2016-06-01,48.506
2016-06-02,48.622
2016-06-03,48.456
2016-06-06,49.392
2016-06-07,50.112
2016-06-08,51.214
2016-06-09,50.144
2016-06-10,48.658
2016-06-13,48.384
2016-06-14,47.778
2016-06-15,47.362
2016-06-16,45.91
2016-06-17,48.154
2016-06-20,49.16
2016-06-21,49.554
2016-06-22,48.398
2016-06-23,49.588
2016-06-24,47.026
2016-06-27,46.138
2016-06-28,47.634
2016-06-29,49.072
2016-06-30,47.938
2016-07-01,48.856
2016-07-04,48.41
2016-07-05,46.548
2016-07-06,47.612
2016-07-07,44.948
2016-07-08,44.918
2016-07-11,44.37
2016-07-12,46.462
2016-07-13,44.972
2016-07-14,45.376
2016-07-15,46.108
2016-07-18,45.166
2016-07-19,44.696
2016-07-20,44.976
2016-07-21,43.858
2016-07-22,43.586
2016-07-25,42.472
2016-07-26,42.132
2016-07-27,41.376
2016-07-28,40.616
2016-07-29,40.966
2016-08-01,39.664
2016-08-02,39.322
2016-08-03,40.782
2016-08-04,41.466
2016-08-05,41.644
2016-08-08,42.548
2016-08-09,42.49
2016-08-10,41.276
2016-08-11,43.206
2016-08-12,44.502
2016-08-15,45.52
2016-08-16,46.252
2016-08-17,46.8
2016-08-18,48.216
2016-08-19,48.298
2016-08-22,46.712
2016-08-23,46.972
2016-08-24,46.174
2016-08-25,46.77
2016-08-26,46.748
2016-08-29,46.46
2016-08-30,45.82
2016-08-31,44.396
2016-09-01,43.12
2016-09-02,43.83
2016-09-05,44.85
2016-09-06,44.58
2016-09-07,45.854
2016-09-08,47.03
2016-09-09,45.472
2016-09-12,45.876
2016-09-13,44.802
2016-09-14,43.548
2016-09-15,43.6
2016-09-16,43.102
2016-09-19,43.108
2016-09-20,43.816
2016-09-21,45.022
2016-09-22,45.502
2016-09-23,44.072
2016-09-26,45.104
2016-09-27,44.446
2016-09-28,46.654
2016-09-29,47.286
2016-09-30,47.6
2016-10-03,48.292
2016-10-04,48.84
2016-10-05,49.35
2016-10-06,50.266
2016-10-07,49.26
2016-10-10,50.948
2016-10-11,50.652
2016-10-12,49.858
2016-10-13,50.38
2016-10-14,50.174
2016-10-17,49.964
2016-10-18,50.578
2016-10-19,51.208
2016-10-20,50.154
2016-10-21,50.536
2016-10-24,50.076
2016-10-25,48.934
2016-10-26,48.874
2016-10-27,49.268
2016-10-28,48.33
2016-10-31,46.47
2016-11-01,46.116
2016-11-02,45.234
2016-11-03,44.406
2016-11-04,43.89
2016-11-07,44.768
2016-11-08,44.646
2016-11-09,45.188
2016-11-10,44.134
2016-11-11,42.994
2016-11-14,43.628
2016-11-15,45.686
2016-11-16,45.244
2016-11-17,44.882
2016-11-18,45.66
2016-11-21,47.728
2016-11-22,47.348
2016-11-23,47.408
2016-11-24,47.464
2016-11-25,45.494
2016-11-28,46.444
2016-11-29,44.858
2016-11-30,48.581
2016-12-01,50.5
2016-12-02,51.268
2016-12-05,50.676
2016-12-06,50.618
2016-12-07,49.556
2016-12-08,50.714
2016-12-09,51.25
2016-12-12,52.21
2016-12-13,52.318
2016-12-14,50.644
2016-12-15,50.886
2016-12-16,51.868
2016-12-19,51.995
2016-12-20,52.422
2016-12-21,51.5
2016-12-22,51.668
2016-12-23,52.261
2016-12-27,53.02
2016-12-28,52.814
2016-12-29,53.06
2016-12-30,53.15
2017-01-03,51.89
2017-01-04,52.802
2017-01-05,53.238
2017-01-06,53.204
2017-01-09,51.398
2017-01-10,50.43
2017-01-11,52.054
2017-01-12,52.76
2017-01-13,52.302
2017-01-16,52.5
2017-01-17,52.432
2017-01-18,51.346
2017-01-19,51.332
2017-01-20,52.362
2017-01-23,52.098
2017-01-24,52.212
2017-01-25,52.282
2017-01-26,53.058
2017-01-27,52.53
2017-01-30,52.028
2017-01-31,52.248
2017-02-01,53.03
2017-02-02,53.176
2017-02-03,53.39
2017-02-06,52.704
2017-02-07,51.338
2017-02-08,52.064
2017-02-09,52.824
2017-02-10,53.54
2017-02-13,52.66
2017-02-14,52.844
2017-02-15,52.838
2017-02-16,53.238
2017-02-17,53.148
2017-02-20,53.452
2017-02-21,53.72
2017-02-22,53.402
2017-02-23,53.878
2017-02-24,53.548
2017-02-27,53.632
2017-02-28,53.6
2017-03-01,53.3
2017-03-02,52.236
2017-03-03,52.904
2017-03-06,52.914
2017-03-07,52.534
2017-03-08,49.974
2017-03-09,49.404
2017-03-10,48.214
2017-03-13,48.322
2017-03-14,48.39
2017-03-15,48.82
2017-03-16,48.592
2017-03-17,48.606
2017-03-20,48.312
2017-03-21,47.564
2017-03-22,47.6
2017-03-23,47.144
2017-03-24,47.614
2017-03-27,47.384
2017-03-28,47.998
2017-03-29,49.176
2017-03-30,49.922
2017-03-31,50.396
2017-04-03,49.918
2017-04-04,50.764
2017-04-05,50.516
2017-04-06,51.436
2017-04-07,52.018
2017-04-10,52.926
2017-04-11,53.216
2017-04-12,52.638
2017-04-13,52.758
2017-04-17,52.672
2017-04-18,52.284
2017-04-19,50.536
2017-04-20,50.262
2017-04-21,49.176
2017-04-24,48.814
2017-04-25,49.0
2017-04-26,48.904
2017-04-27,48.878
2017-04-28,48.9
2017-05-01,48.452
2017-05-02,47.778
2017-05-03,47.326
2017-05-04,45.256
2017-05-05,46.284
2017-05-08,46.298
2017-05-09,45.99
2017-05-10,47.2
2017-05-11,47.676
2017-05-12,47.71
2017-05-15,48.712
2017-05-16,48.16
2017-05-17,48.878
2017-05-18,49.238
2017-05-19,50.43
2017-05-22,50.652
2017-05-23,51.12
2017-05-24,50.944
2017-05-25,48.36
2017-05-26,49.548
2017-05-29,49.722
2017-05-30,49.388
2017-05-31,48.406
2017-06-01,47.81
2017-06-02,47.514
2017-06-05,47.22
2017-06-06,47.79
2017-06-07,45.648
2017-06-08,45.55
2017-06-09,45.788
2017-06-12,45.91
2017-06-13,45.866
2017-06-14,44.608
2017-06-15,44.212
2017-06-16,44.644
2017-06-19,44.072
2017-06-20,43.12
2017-06-21,42.286
2017-06-22,42.568
2017-06-23,42.928
2017-06-26,43.29
2017-06-27,43.556
2017-06-28,44.71
2017-06-29,44.668
2017-06-30,46.16
2017-07-03,46.908
2017-07-04,46.93
2017-07-05,45.5
2017-07-06,45.212
2017-07-07,44.252
2017-07-10,44.476
2017-07-11,45.706
2017-07-12,45.37
2017-07-13,46.058
2017-07-14,46.658
2017-07-17,45.996
2017-07-18,46.226
2017-07-19,47.088
2017-07-20,46.724
2017-07-21,45.426
2017-07-24,46.32
2017-07-25,48.428
2017-07-26,48.568
2017-07-27,48.978
2017-07-28,49.647
2017-07-31,50.059
2017-08-01,48.649
2017-08-02,49.483
2017-08-03,48.811
2017-08-04,49.42
2017-08-07,49.249
2017-08-08,48.901
2017-08-09,49.625
2017-08-10,48.403
2017-08-11,48.696
2017-08-14,47.452
2017-08-15,47.622
2017-08-16,46.759
2017-08-17,46.916
2017-08-18,48.684
2017-08-21,47.4
2017-08-22,47.46
2017-08-23,48.233
2017-08-24,47.451
2017-08-25,47.72
2017-08-28,46.689
2017-08-29,46.231
2017-08-30,45.857
2017-08-31,46.984
2017-09-01,47.224
2017-09-04,47.329
2017-09-05,48.553
2017-09-06,49.078
2017-09-07,49.063
2017-09-08,47.491
2017-09-11,48.036
2017-09-12,48.302
2017-09-13,49.286
2017-09-14,49.661
2017-09-15,49.797
2017-09-18,49.852
2017-09-19,49.778
2017-09-20,50.234
2017-09-21,50.28
2017-09-22,50.206
2017-09-25,51.712
2017-09-26,51.705
2017-09-27,51.664
2017-09-28,51.253
2017-09-29,51.296
2017-10-02,50.283
2017-10-03,49.901
2017-10-04,49.647
2017-10-05,50.524
2017-10-06,49.001
2017-10-07,49.001
2017-10-09,49.406
2017-10-10,50.787
2017-10-11,50.882
2017-10-12,50.599
2017-10-13,51.273
2017-10-16,51.841
2017-10-17,51.841
2017-10-18,51.93
2017-10-19,51.264
2017-10-20,51.741
2017-10-21,51.741
2017-10-23,51.571
2017-10-24,52.257
2017-10-25,51.909
2017-10-26,52.576
2017-10-27,53.919
2017-10-30,53.89
2017-10-31,54.418
2017-11-01,54.08
2017-11-02,54.538
2017-11-03,55.535
2017-11-06,57.093
2017-11-07,56.784
2017-11-08,56.705
2017-11-09,56.886
2017-11-10,56.767
2017-11-13,56.649
2017-11-14,54.912
2017-11-15,55.251
2017-11-16,55.218
2017-11-17,56.554
2017-11-20,56.162
2017-11-21,56.882
2017-11-22,57.851
2017-11-23,58.335
2017-11-24,58.766
2017-11-27,57.648
2017-11-28,57.575
2017-11-29,57.233
2017-11-30,57.28
2017-12-01,58.156
2017-12-04,57.329
2017-12-05,57.376
2017-12-06,55.876
2017-12-07,56.542
2017-12-08,57.251
2017-12-11,57.939
2017-12-12,57.397
2017-12-13,56.606
2017-12-14,57.142
2017-12-15,57.303
2017-12-18,57.279
2017-12-19,57.626
2017-12-20,57.992
2017-12-21,58.194
2017-12-22,58.336
2017-12-26,59.762
2017-12-27,59.539
2017-12-28,59.846
2017-12-29,60.068
2018-01-02,60.305
2018-01-03,61.861
2018-01-04,61.888
2018-01-05,61.531
2018-01-08,61.887
2018-01-09,63.428
2018-01-10,63.46
2018-01-11,63.522
2018-01-12,64.384
2018-01-15,64.819
2018-01-16,63.886
2018-01-17,64.085
2018-01-18,63.748
2018-01-19,63.536
2018-01-22,63.968
2018-01-23,64.514
2018-01-24,65.934
2018-01-25,65.281
2018-01-26,66.283
2018-01-29,65.562
2018-01-30,64.024
2018-01-31,64.813
2018-02-01,66.007
2018-02-02,65.105
2018-02-05,63.478
2018-02-06,63.912
2018-02-07,61.78
2018-02-08,60.447
2018-02-09,59.085
2018-02-12,59.378
2018-02-13,58.994
2018-02-14,60.757
2018-02-15,61.436
2018-02-16,61.646
2018-02-19,62.517
2018-02-20,61.676
2018-02-21,61.419
2018-02-22,62.735
2018-02-23,63.672
2018-02-26,64.074
2018-02-27,62.901
2018-02-28,61.612
2018-03-01,61.423
2018-03-02,61.537
2018-03-05,62.671
2018-03-06,62.412
2018-03-07,61.395
2018-03-08,60.348
2018-03-09,62.191
2018-03-12,61.419
2018-03-13,60.917
2018-03-14,60.968
2018-03-15,61.202
2018-03-16,62.263
2018-03-19,62.149
2018-03-20,63.667
2018-03-21,65.41
2018-03-22,64.116
2018-03-23,65.764
2018-03-26,65.425
2018-03-27,64.623
2018-03-28,64.595
2018-03-29,64.858
2018-04-02,62.802
2018-04-03,63.509
2018-04-04,63.526
2018-04-05,63.698
2018-04-06,61.884
2018-04-09,63.261
2018-04-10,65.542
2018-04-11,66.72
2018-04-12,67.122
2018-04-13,67.302
2018-04-16,66.352
2018-04-17,66.686
2018-04-18,68.801
2018-04-19,68.173
2018-04-20,68.124
2018-04-23,68.922
2018-04-24,67.758
2018-04-25,68.03
2018-04-26,68.194
2018-04-27,68.008
2018-04-30,68.594
2018-05-01,67.512
2018-05-02,67.704
2018-05-03,68.503
2018-05-04,69.8
2018-05-07,69.985
2018-05-08,70.075
2018-05-09,71.306
2018-05-10,71.426
2018-05-11,70.532
2018-05-14,71.17
2018-05-15,70.989
2018-05-16,71.573
2018-05-17,71.672
2018-05-18,71.433
2018-05-21,72.629
2018-05-22,72.078
2018-05-23,71.799
2018-05-24,70.629
2018-05-25,67.474
2018-05-28,66.46
2018-05-29,66.849
2018-05-30,68.207
2018-05-31,67.078
2018-06-01,65.74
2018-06-04,64.867
2018-06-05,65.5
2018-06-06,64.986
2018-06-07,65.92
2018-06-08,65.569
2018-06-11,66.057
2018-06-12,66.033
2018-06-13,66.607
2018-06-14,67.013
2018-06-15,64.359
2018-06-18,65.835
2018-06-19,65.039
2018-06-20,65.506
2018-06-21,65.964
2018-06-22,69.366
2018-06-25,68.336
2018-06-26,70.825
2018-06-27,72.403
2018-06-28,73.394
2018-06-29,74.402
2018-07-02,74.152
2018-07-03,74.382
2018-07-04,74.425
2018-07-05,73.247
2018-07-06,74.007
2018-07-09,74.078
2018-07-10,74.302
2018-07-11,70.634
2018-07-12,70.428
2018-07-13,70.59
2018-07-16,68.136
2018-07-17,67.683
2018-07-18,68.915
2018-07-19,68.985
2018-07-20,69.054
2018-07-23,68.658
2018-07-24,69.577
2018-07-25,70.104
2018-07-26,70.309
2018-07-27,69.746
2018-07-30,70.743
2018-07-31,69.013
2018-08-01,68.477
2018-08-02,69.544
2018-08-03,69.189
2018-08-06,69.343
2018-08-07,69.497
2018-08-08,67.145
2018-08-09,67.033
2018-08-10,68.093
2018-08-13,67.635
2018-08-14,66.834
2018-08-15,65.063
2018-08-16,65.594
2018-08-17,65.948
2018-08-20,66.118
2018-08-21,66.73
2018-08-22,68.767
2018-08-23,68.523
2018-08-24,69.161
2018-08-27,69.461
2018-08-28,69.035
2018-08-29,70.208
2018-08-30,70.533
2018-08-31,70.361
2018-09-03,70.492
2018-09-04,69.731
2018-09-05,68.987
2018-09-06,68.196
2018-09-07,68.095
2018-09-10,67.747
2018-09-11,70.062
2018-09-12,70.49
2018-09-13,68.964
2018-09-14,69.131
2018-09-17,68.851
2018-09-18,69.749
2018-09-19,71.281
2018-09-20,70.47
2018-09-21,70.996
2018-09-24,72.494
2018-09-25,72.272
2018-09-26,72.233
2018-09-27,72.418
2018-09-28,73.701
2018-10-01,75.692
2018-10-02,75.232
2018-10-03,76.376
2018-10-04,74.834
2018-10-05,74.449
2018-10-08,74.328
2018-10-09,74.789
2018-10-10,72.678
2018-10-11,71.048
2018-10-12,71.494
2018-10-15,71.708
2018-10-16,72.219
2018-10-17,70.173
2018-10-18,68.869
2018-10-19,69.701
2018-10-22,69.69
2018-10-23,66.207
2018-10-24,66.523
2018-10-25,67.089
2018-10-26,67.73
2018-10-29,66.788
2018-10-30,66.462
2018-10-31,64.975
2018-11-01,63.608
2018-11-02,62.922
2018-11-05,62.732
2018-11-06,61.821
2018-11-07,61.656
2018-11-08,60.821
2018-11-09,59.886
2018-11-12,58.871
2018-11-13,55.275
2018-11-14,56.064
2018-11-15,56.617
2018-11-16,56.871
2018-11-19,57.219
2018-11-20,53.224
2018-11-21,54.465
2018-11-22,53.74
2018-11-23,50.278
2018-11-26,51.473
2018-11-27,52.032
2018-11-28,50.214
2018-11-29,51.187
2018-11-30,50.632
2018-12-03,53.031
2018-12-04,52.536
2018-12-05,52.88
2018-12-06,51.661
2018-12-07,52.074
2018-12-10,50.858
2018-12-11,51.922
2018-12-12,51.171
2018-12-13,52.79
2018-12-14,51.214
2018-12-17,49.231
2018-12-18,46.008
2018-12-19,47.184
2018-12-20,46.005
2018-12-21,45.165
2018-12-24,42.537
2018-12-26,46.435
2018-12-27,45.245
2018-12-28,44.957
2018-12-31,45.703
2019-01-02,46.193
2019-01-03,46.708
2019-01-04,48.191
2019-01-07,48.639
2019-01-08,49.678
2019-01-09,52.086
2019-01-10,52.198
2019-01-11,51.64
2019-01-14,50.732
2019-01-15,51.962
2019-01-16,52.299
2019-01-17,52.171
2019-01-18,53.678
2019-01-21,53.877
2019-01-22,52.753
2019-01-23,52.105
2019-01-24,52.93
2019-01-25,53.307
2019-01-28,51.898
2019-01-29,53.063
2019-01-30,54.048
2019-01-31,53.833
2019-02-01,55.172
2019-02-04,54.701
2019-02-05,53.573
2019-02-06,53.776
2019-02-07,52.483
2019-02-08,52.606
2019-02-11,52.367
2019-02-12,53.255
2019-02-13,53.893
2019-02-14,54.421
2019-02-15,55.754
2019-02-18,56.035
2019-02-19,56.046
2019-02-20,56.879
2019-02-21,56.499
2019-02-22,56.751
2019-02-25,55.13
2019-02-26,55.719
2019-02-27,56.727
2019-02-28,56.999
2019-03-01,55.509
2019-03-04,56.246
2019-03-05,56.059
2019-03-06,56.003
2019-03-07,56.245
2019-03-08,55.869
2019-03-11,56.656
2019-03-12,56.969
2019-03-13,58.245
2019-03-14,58.443
2019-03-15,58.347
2019-03-18,58.961
2019-03-19,58.986
2019-03-20,59.681
2019-03-21,59.571
2019-03-22,58.665
2019-03-25,58.813
2019-03-26,59.758
2019-03-27,59.16
2019-03-28,59.269
2019-03-29,59.966
2019-04-01,61.559
2019-04-02,62.371
2019-04-03,62.312
2019-04-04,61.997
2019-04-05,63.104
2019-04-08,64.302
2019-04-09,64.122
2019-04-10,64.332
2019-04-11,63.614
2019-04-12,63.679
2019-04-15,63.494
2019-04-16,64.264
2019-04-17,63.684
2019-04-18,63.93
2019-04-22,65.55
2019-04-23,66.058
2019-04-24,65.663
2019-04-25,64.989
2019-04-26,62.747
2019-04-29,63.509
2019-04-30,63.374
2019-05-01,63.528
2019-05-02,61.485
2019-05-03,61.789
2019-05-06,62.541
2019-05-07,61.336
2019-05-08,61.94
2019-05-09,61.544
2019-05-10,61.713
2019-05-13,60.812
2019-05-14,61.336
2019-05-15,62.089
2019-05-16,63.106
2019-05-17,62.73
2019-05-20,63.124
2019-05-21,62.82
2019-05-22,61.179
2019-05-23,58.041
2019-05-24,58.879
2019-05-27,59.137
2019-05-28,58.963
2019-05-29,58.958
2019-05-30,56.323
2019-05-31,53.252
2019-06-03,52.781
2019-06-04,52.865
2019-06-05,51.641
2019-06-06,53.034
2019-06-07,53.977
2019-06-10,53.381
2019-06-11,52.996
2019-06-12,51.046
2019-06-13,52.195
2019-06-14,52.469
2019-06-17,51.907
2019-06-18,54.068
2019-06-19,54.174
2019-06-20,56.93
2019-06-21,57.38
2019-06-24,57.575
2019-06-25,58.568
2019-06-26,59.004
2019-06-27,59.111
2019-06-28,58.031
2019-07-01,59.049
2019-07-02,56.177
2019-07-03,57.297
2019-07-04,56.661
2019-07-05,57.61
2019-07-08,57.435
2019-07-09,58.266
2019-07-10,60.19
2019-07-11,60.332
2019-07-12,60.294
2019-07-15,59.276
2019-07-16,57.462
2019-07-17,56.598
2019-07-18,55.639
2019-07-19,55.788
2019-07-22,56.153
2019-07-23,57.026
2019-07-24,55.802
2019-07-25,55.806
2019-07-26,56.089
2019-07-29,56.959
2019-07-30,58.271
2019-07-31,57.836
2019-08-01,54.404
2019-08-02,55.142
2019-08-05,54.894
2019-08-06,53.409
2019-08-07,52.248
2019-08-08,52.901
2019-08-09,54.229
2019-08-12,54.765
2019-08-13,56.683
2019-08-14,54.907
2019-08-15,54.671
2019-08-16,54.892
2019-08-19,56.15
2019-08-20,56.134
2019-08-21,55.898
2019-08-22,55.396
2019-08-23,53.95
2019-08-26,53.817
2019-08-27,55.727
2019-08-28,55.936
2019-08-29,56.625
2019-08-30,55.149
2019-09-02,54.831
2019-09-03,53.945
2019-09-04,56.0
2019-09-05,56.199
2019-09-06,56.658
2019-09-09,58.056
2019-09-10,57.89
2019-09-11,55.953
2019-09-12,55.072
2019-09-13,54.836
2019-09-16,61.859
2019-09-17,58.763
2019-09-18,58.336
2019-09-19,58.783
2019-09-20,58.513
2019-09-23,58.606
2019-09-24,56.953
2019-09-25,56.734
2019-09-26,56.65
2019-09-27,56.245
2019-09-30,54.28
2019-10-01,54.051
2019-10-02,52.545
2019-10-03,52.346
2019-10-04,53.048
2019-10-07,52.841
2019-10-08,52.647
2019-10-09,52.704
2019-10-10,53.931
2019-10-11,54.928
2019-10-14,53.506
2019-10-15,52.951
2019-10-16,53.003
2019-10-17,54.099
2019-10-18,53.732
2019-10-21,53.564
2019-10-22,54.281
2019-10-23,55.816
2019-10-24,56.019
2019-10-25,56.575
2019-10-28,55.704
2019-10-29,55.456
2019-10-30,54.854
2019-10-31,54.087
2019-11-01,56.118
2019-11-04,56.525
2019-11-05,57.217
2019-11-06,56.36
2019-11-07,57.052
2019-11-08,57.405
2019-11-11,56.898
2019-11-12,56.775
2019-11-13,57.357
2019-11-14,56.87
2019-11-15,57.872
2019-11-18,56.85
2019-11-19,55.175
2019-11-20,57.01
2019-11-21,58.246
2019-11-22,57.855
2019-11-25,57.848
2019-11-26,58.255
2019-11-27,58.078
2019-11-28,58.22
2019-11-29,55.405
2019-12-02,55.918
2019-12-03,56.24
2019-12-04,58.312
2019-12-05,58.284
2019-12-06,59.111
2019-12-09,58.88
2019-12-10,59.082
2019-12-11,58.82
2019-12-12,59.193
2019-12-13,59.765
2019-12-16,60.187
2019-12-17,60.546
2019-12-18,60.845
2019-12-19,61.104
2019-12-20,60.407
2019-12-23,60.679
2019-12-24,61.178
2019-12-26,61.766
2019-12-27,61.715
2019-12-30,61.691
2019-12-31,61.23
2020-01-02,61.187
2020-01-03,63.052
2020-01-06,62.863
2020-01-07,62.727
2020-01-08,59.98
2020-01-09,59.609
2020-01-10,59.142
2020-01-13,58.086
2020-01-14,58.156
2020-01-15,58.116
2020-01-16,58.604
2020-01-17,58.804
2020-01-20,58.702
2020-01-21,58.245
2020-01-22,56.126
2020-01-23,55.689
2020-01-24,54.164
2020-01-27,52.798
2020-01-28,53.951
2020-01-29,53.086
2020-01-30,52.944
2020-01-31,51.589
2020-02-03,49.898
2020-02-04,49.436
2020-02-05,51.198
2020-02-06,51.091
2020-02-07,50.346
2020-02-10,49.655
2020-02-11,49.943
2020-02-12,51.665
2020-02-13,51.523
2020-02-14,52.208
2020-02-17,52.322
2020-02-18,52.113
2020-02-19,53.464
2020-02-20,53.463
2020-02-21,53.197
2020-02-24,51.145
2020-02-25,49.883
2020-02-26,48.436
2020-02-27,46.196
2020-02-28,45.117
2020-03-02,47.375
2020-03-03,46.988
2020-03-04,47.09
2020-03-05,45.913
2020-03-06,41.522
2020-03-09,30.093
2020-03-10,34.751
2020-03-11,33.091
2020-03-12,30.956
2020-03-13,32.862
2020-03-16,28.529
2020-03-17,26.885
2020-03-18,22.573
2020-03-19,25.398
2020-03-20,23.355
2020-03-23,23.578
2020-03-24,24.121
2020-03-25,24.095
2020-03-26,22.95
2020-03-27,21.637
2020-03-30,20.083
2020-03-31,20.009
2020-04-01,21.017
2020-04-02,24.594
2020-04-03,28.6
2020-04-06,26.144
2020-04-07,24.066
2020-04-08,26.073
2020-04-09,23.123
2020-04-13,22.383
2020-04-14,21.446
2020-04-15,20.444
2020-04-16,20.268
2020-04-17,19.776
2020-04-20,17.112
2020-04-21,12.839
2020-04-22,13.514
2020-04-23,14.177
2020-04-24,13.934
2020-04-27,12.219
2020-04-28,12.089
2020-04-29,13.02
2020-04-30,15.038
2020-05-01,15.369
2020-05-04,16.531
2020-05-05,19.234
2020-05-06,18.258
2020-05-07,17.836
2020-05-08,18.824
2020-05-11,18.752
2020-05-12,19.287
2020-05-13,19.454
2020-05-14,21.113
